genes	logFC.A	FDR.A	logFC.AL	FDR.AL	groups	coarse_groups
CNAG_00128	-0.207221990938745	0.342069303772323	-0.716636502356482	0.0147909692771106	AMB-LF down only	AMB-LF only
CNAG_02770	-0.11840280223288	0.343075904826849	-0.0722001487604786	0.613666128934554	Not significant	Not significant
CNAG_03542	-0.152016193032353	0.343075904826849	-0.309888421569071	0.102633247593998	Not significant	Not significant
CNAG_06319	-0.268553480876587	0.343419125373316	-0.490417059119148	0.129747829502381	Not significant	Not significant
CNAG_02674	-0.39244170505249	0.343539821607627	1.01523767479242	0.0456594896053739	AMB-LF up only	AMB-LF only
CNAG_07688	0.112281441753498	0.344414127733765	0.249818599402244	0.0767069379759031	Not significant	Not significant
CNAG_03316	-0.105731894490292	0.344516752051857	-0.136619287967354	0.283681777684218	Not significant	Not significant
CNAG_06949	-0.147533438673223	0.344970083335468	-0.53015112968101	0.0128794622911123	AMB-LF down only	AMB-LF only
CNAG_05504	-0.114795151861979	0.345035666685295	-0.0691548962404525	0.620340525255187	Not significant	Not significant
CNAG_05337	0.115714745408596	0.345227371737686	0.128020152720737	0.355671961177953	Not significant	Not significant
CNAG_04774	-0.114438103959996	0.346833103326565	-0.109071188773028	0.430682356681709	Not significant	Not significant
CNAG_02111	-0.150350170601426	0.346833103326565	-0.10932771705076	0.549039456280061	Not significant	Not significant
CNAG_00153	-0.143224689752761	0.346833103326565	-0.174204883618712	0.312889895139178	Not significant	Not significant
CNAG_03016	-0.110726382145299	0.34742388311159	-0.112096279745276	0.403162032064254	Not significant	Not significant
CNAG_04989	0.10172596882498	0.348209814038935	0.452177786961181	0.00455137739186668	AMB-LF up only	AMB-LF only
CNAG_03382	-0.0954867460295025	0.348209814038935	-0.12379454267716	0.285902123852689	Not significant	Not significant
CNAG_04212	-0.115825987859331	0.348418469716002	-0.00784355929539752	0.959542976452752	Not significant	Not significant
CNAG_06356	-0.139039584819506	0.348706214059551	-0.133187563627549	0.429561004664709	Not significant	Not significant
CNAG_05717	0.149972014137641	0.349542398595862	-0.0919030193852566	0.616190151265497	Not significant	Not significant
CNAG_05715	0.103358452902878	0.349673106555556	0.300909752676269	0.0302430895201955	AMB-LF up only	AMB-LF only
CNAG_05271	-0.140034888410021	0.350414113433536	-0.0437924784390071	0.802977211075833	Not significant	Not significant
CNAG_05722	-0.123418193928238	0.350522303590985	-0.258938870794991	0.0985094629381418	Not significant	Not significant
CNAG_01290	-0.176625245736658	0.350522303590985	-0.431720140937881	0.0600077601751914	Not significant	Not significant
CNAG_05933	-0.130700470358763	0.350522303590985	0.00139227192684285	0.994341400493324	Not significant	Not significant
CNAG_04967	-0.225049682562635	0.350741233849003	-0.287570162852629	0.294510280356259	Not significant	Not significant
CNAG_05839	0.103307169842722	0.350919411076237	0.0948687321546445	0.449140158677963	Not significant	Not significant
CNAG_02372	-0.137076058115952	0.35171719452406	-0.00306948505116096	0.987634879936405	Not significant	Not significant
CNAG_05318	-0.132437073840089	0.35171719452406	-0.286632633460494	0.0893505857570076	Not significant	Not significant
CNAG_03169	0.409676169847508	0.35171719452406	0.169988652611189	0.718332010455128	Not significant	Not significant
CNAG_07770	-0.132704525250071	0.351803683404097	-0.25474607816811	0.127118463889949	Not significant	Not significant
CNAG_06473	0.145524876000742	0.351848534434747	0.323994617282437	0.0802090087220294	Not significant	Not significant
CNAG_02702	-0.12398657593364	0.351848534434747	-0.200796799484844	0.190756417728089	Not significant	Not significant
CNAG_04720	-0.0901975712899256	0.352464383600701	-0.0674497219449293	0.543419792934113	Not significant	Not significant
CNAG_04760	-0.109540386029574	0.353078092981281	-0.182927879600459	0.179137820437862	Not significant	Not significant
CNAG_03588	0.111093964945644	0.35361160918991	-0.0372201137921838	0.791494914521947	Not significant	Not significant
CNAG_06911	0.315336906794374	0.354001496075061	0.596381437496372	0.134044577900191	Not significant	Not significant
CNAG_00448	-0.105680527800002	0.354107770306599	-0.0915135272589651	0.480344737247389	Not significant	Not significant
CNAG_02886	-0.124770547490877	0.35415364026113	-0.172528360210708	0.262550405952222	Not significant	Not significant
CNAG_07474	-0.112514839494755	0.355853715628675	0.0426549842102394	0.764787996192383	Not significant	Not significant
CNAG_00177	-0.213033304525999	0.356133545732112	-0.0865520022281356	0.749682505116604	Not significant	Not significant
CNAG_07388	-0.490468643437208	0.356973337778827	-0.575274994426106	0.326625063884927	Not significant	Not significant
CNAG_05870	-0.276799951171982	0.358142621374817	-0.199850239701569	0.562853194662574	Not significant	Not significant
CNAG_04701	0.150015819807186	0.358488677127494	-0.02025239303914	0.91927137817223	Not significant	Not significant
CNAG_07386	0.219351150284598	0.359701533272664	0.478248369356766	0.0857037451973313	Not significant	Not significant
CNAG_01161	0.134473582953877	0.359701533272664	0.146056065635422	0.379281633757018	Not significant	Not significant
CNAG_07340	-0.140795255078266	0.359937410313228	-0.160880681447579	0.355314459789106	Not significant	Not significant
CNAG_01497	-0.147204409928975	0.36059034505676	-0.0588880518655109	0.754163188570741	Not significant	Not significant
CNAG_05027	0.219970118944422	0.36059034505676	0.0227916139053355	0.938733434498328	Not significant	Not significant
CNAG_03259	0.65565551968335	0.360811083458277	0.265432805565629	0.730090732354391	Not significant	Not significant
CNAG_06380	-0.139953442241241	0.36112731933818	-0.113998551107355	0.515093517180068	Not significant	Not significant
CNAG_05132	0.0954506811497966	0.361779688586977	0.0720656725827467	0.545886491367291	Not significant	Not significant
CNAG_06696	-0.0828660767243779	0.361779688586977	-0.10047558363417	0.330189536474565	Not significant	Not significant
CNAG_06195	-0.141245013557829	0.362327078187239	-0.0436339670165316	0.810303139203251	Not significant	Not significant
CNAG_05845	0.0830677242277207	0.363122732602795	0.286232080519452	0.016634797810829	AMB-LF up only	AMB-LF only
CNAG_01239	0.144090564405311	0.363329227184786	0.0882108606119328	0.62649202588953	Not significant	Not significant
CNAG_05355	0.0775920995966278	0.363502580428997	0.192958881150522	0.0600257604858528	Not significant	Not significant
CNAG_00451	-0.177406186538497	0.363502580428997	-0.104297465700727	0.641213785357977	Not significant	Not significant
CNAG_03978	0.125645353707256	0.363597151069396	0.304616060937201	0.0655755512551438	Not significant	Not significant
CNAG_05673	-0.172950093332548	0.363877332249145	-0.374035636356017	0.0985888720630064	Not significant	Not significant
CNAG_07550	-0.108166077269338	0.363877332249145	-0.121985666686307	0.366608057962638	Not significant	Not significant
CNAG_05840	-0.175004161788088	0.364267181014953	-0.0006659180905373	0.998567338115423	Not significant	Not significant
CNAG_05821	-0.234924177415165	0.364454238920182	-0.436437875201142	0.135255725084289	Not significant	Not significant
CNAG_01826	0.107389872278261	0.364904672647578	0.0808366266789298	0.549066432809482	Not significant	Not significant
CNAG_04063	-0.136291353349656	0.365117986852014	-0.123169893458435	0.471384196778062	Not significant	Not significant
CNAG_04738	0.0902066473336248	0.365876834548564	0.326153675006777	0.0139089881084289	AMB-LF up only	AMB-LF only
CNAG_06159	0.190036552096732	0.365936690788168	0.0800059726412439	0.743684892516964	Not significant	Not significant
CNAG_03107	0.331986648892497	0.366707087707085	0.012597944546165	0.978510998488583	Not significant	Not significant
CNAG_04852	-0.131241596062706	0.366969213431747	-0.213639695143254	0.201436382235	Not significant	Not significant
CNAG_03546	0.219146190032007	0.36701021304851	0.145723013994243	0.599713799272603	Not significant	Not significant
CNAG_03508	0.139942988235005	0.367117545453923	0.106140654416358	0.548353183103552	Not significant	Not significant
CNAG_07416	-0.109685498941008	0.3673739437224	-0.191597068407512	0.172447321532284	Not significant	Not significant
CNAG_02864	0.40404423908904	0.367481550076825	0.860376292193263	0.101634249403879	Not significant	Not significant
CNAG_02124	0.121315244763797	0.368510722146051	0.0323716840953496	0.838851234645661	Not significant	Not significant
CNAG_00911	-0.277190456349077	0.370177677225721	-0.0317923621139979	0.935246042084988	Not significant	Not significant
CNAG_02359	-0.153312292965032	0.370177677225721	-0.332092196618192	0.101731233430172	Not significant	Not significant
CNAG_06638	0.123862435427708	0.370177677225721	-0.05345814201415	0.740438734340999	Not significant	Not significant
CNAG_03552	0.221633922849646	0.370177677225721	-0.0851980636812652	0.767025080934319	Not significant	Not significant
CNAG_05449	-0.311274543099112	0.370505861936899	-0.43929259817581	0.270418942070808	Not significant	Not significant
CNAG_04713	0.0968391850288748	0.370505861936899	0.173604330921779	0.162827062614306	Not significant	Not significant
CNAG_07945	-0.458255017944099	0.370505861936899	-0.25855690567229	0.637121866303168	Not significant	Not significant
CNAG_06410	0.108877315856899	0.370699317032643	0.249771454839216	0.0826275792170341	Not significant	Not significant
CNAG_07946	-0.510098454726136	0.371805214242379	-0.832840889700504	0.189984001779916	Not significant	Not significant
CNAG_06614	-0.160810055786648	0.371865791257189	-0.070348945134194	0.738473777884948	Not significant	Not significant
CNAG_06861	-0.11343434276878	0.371865791257189	0.048281896466934	0.743684892516964	Not significant	Not significant
CNAG_05740	-0.197212659636438	0.371865791257189	-0.0235808029471777	0.931396381535171	Not significant	Not significant
CNAG_02522	0.130400481609899	0.372035890931656	0.0106146605295139	0.953582080556645	Not significant	Not significant
CNAG_04909	-0.210128537990516	0.37239977488772	-0.540143964762589	0.0607291954020196	Not significant	Not significant
CNAG_04027	1.21862338306339	0.372524059165224	4.69703149721107	0.0160713469913897	AMB-LF up only	AMB-LF only
CNAG_07896	-0.298278988960855	0.372552936492192	-0.594776192637507	0.12887698483216	Not significant	Not significant
CNAG_04284	0.0843788868816206	0.373858349329858	0.0156988603347324	0.890590239888149	Not significant	Not significant
CNAG_01854	-0.190722052350059	0.373910105713205	-0.279684900859607	0.254841123404982	Not significant	Not significant
CNAG_00013	0.13078214653955	0.373951154390609	-0.0669957373743962	0.692186000755005	Not significant	Not significant
CNAG_01853	-0.114723483518447	0.374098742258902	-0.189305926582937	0.20263233503811	Not significant	Not significant
CNAG_04665	-0.110760143546552	0.37419405817204	-0.162049831136052	0.254841123404982	Not significant	Not significant
CNAG_00801	0.204393611114967	0.374649204238149	-0.0844573146111646	0.755857426190222	Not significant	Not significant
CNAG_03784	0.326538199083999	0.374943985819581	0.619927958719924	0.131399553853378	Not significant	Not significant
CNAG_00148	0.128647147811761	0.375690255556195	0.356363830609306	0.0445055479543557	AMB-LF up only	AMB-LF only
CNAG_02445	0.153304407568117	0.376035130238523	0.427682673059867	0.0433087929265686	AMB-LF up only	AMB-LF only
CNAG_01739	0.112656759167535	0.376549590670621	0.464858234523991	0.00836080062988717	AMB-LF up only	AMB-LF only
CNAG_01513	0.119820375983052	0.37668496441464	-0.122502000637072	0.428213584506147	Not significant	Not significant
CNAG_04060	-0.204385508896972	0.37668496441464	-0.237001517263676	0.371640458730864	Not significant	Not significant
CNAG_01319	-0.116995361173437	0.377219438972419	-0.19039688827953	0.210952930604706	Not significant	Not significant
CNAG_03637	-0.082555300104557	0.377526226321965	0.0425545648891677	0.693848744805247	Not significant	Not significant
CNAG_06364	0.0973285790177417	0.377526226321965	0.19875252488868	0.120788718555244	Not significant	Not significant
CNAG_02174	0.0802231119066176	0.377788599111302	0.108217487377959	0.293727413900191	Not significant	Not significant
CNAG_06780	0.225558988820823	0.37877683091863	0.227370572543361	0.414972738743417	Not significant	Not significant
CNAG_03861	0.0821741193764491	0.37889568129699	0.103306517504322	0.32820102374559	Not significant	Not significant
CNAG_03843	-0.0931965569531927	0.379712930691141	-0.0521128243159421	0.669743720092156	Not significant	Not significant
CNAG_05888	-0.0932425471452401	0.380391351341316	0.0770606828034619	0.524956736101462	Not significant	Not significant
CNAG_02176	0.108183336033005	0.380400909990527	0.0968180664848398	0.488601968989229	Not significant	Not significant
CNAG_07661	-0.151904720298007	0.380788182377301	-0.327064848883044	0.10846934421223	Not significant	Not significant
CNAG_00250	-0.124857470465518	0.38083033393235	-0.251156947545219	0.131716737573548	Not significant	Not significant
CNAG_07811	0.377834700795641	0.380973450970642	0.0720830848949233	0.888077045648163	Not significant	Not significant
CNAG_00096	-0.115046816962363	0.380973450970642	-0.20602129106448	0.175438040457758	Not significant	Not significant
CNAG_07704	0.241465867216291	0.380973450970642	0.0752933009813324	0.816208330121828	Not significant	Not significant
CNAG_02819	0.121418280437703	0.380973450970642	0.260248763456433	0.108147702250983	Not significant	Not significant
CNAG_06690	0.121506078501671	0.381164516472311	0.116325512538581	0.458357327926931	Not significant	Not significant
CNAG_04716	-0.113796655960035	0.382155259941402	-0.127356096348133	0.390254029537035	Not significant	Not significant
CNAG_07380	-0.461035003078294	0.3826127654094	-0.749545403763163	0.197338223152162	Not significant	Not significant
CNAG_04132	-0.0805285974339015	0.383271851855341	-0.0578725269498849	0.583704391606817	Not significant	Not significant
CNAG_00456	0.246140230146369	0.383493137005267	0.0510887376513783	0.880118844212038	Not significant	Not significant
CNAG_07886	-0.117221734585706	0.383839323019839	0.0112512837044149	0.94605861288739	Not significant	Not significant
